championship_name,track_id,name,month,week_end,mandatory,type,duration,start_time
Formula 1,Road_America_RC,Wisconsin Grand Prix,6,4,FALSE,laps,48,
Formula 1,Spielberg_Modern,Austian Grand Prix,7,1,TRUE,laps,71,
Formula 1,Silverstone_GP,British Grand Prix,7,2,TRUE,laps,52,
Formula 1,Donington_GP,European Grand Prix,7,4,FALSE,laps,76,
Formula 1,Hockenheim_GP,Großer Preis von Deutschland,8,1,TRUE,laps,67,
Formula 1,Le_Mans_Circuit_Bugatti,Grand Prix de France,8,2,FALSE,laps,74,
Formula 1,Spa_Francorchamps_2022,Belgian Grand Prix,8,4,TRUE,laps,44,
Formula 1,Monza_2020,Gran Premio d'Italia,9,1,TRUE,laps,53,
Formula 1,Nurb_GP_2020,Eifel Grand Prix,9,3,FALSE,laps,60,
Formula 1,Jerez_GP2019,Gran Premio de Andalucía,10,1,FALSE,laps,69,
Formula 1,Cascais,Grande Prémio de Portugal,10,2,FALSE,laps,74,
Formula 1,Indianapolis_2022_RC,United States Grand Prix,10,4,FALSE,laps,73,
Formula 1,Buenos_Aires_Circuito_6,Gran Premio de Argentina,11,2,FALSE,laps,52,
Formula 1,Interlagos_GP,Grande Prêmio de São Paulo,11,4,TRUE,laps,71,
Formula 2,Kansai_GP,Japanese Grand Prix,3,2,TRUE,laps,32,
Formula 2,Kyalami_2019,South African Grand Prix,3,4,FALSE,laps,40,
Formula 2,Imola_GP_2018,Gran Premio dell'Emilia-Romagna,4,2,TRUE,laps,38,
Formula 2,Azure_Circuit_2021,Grand Prix de Monaco,5,1,TRUE,laps,47,
Formula 2,Hungaroring_GP_2025,Hungarian Grand Prix,5,2,FALSE,laps,42,
Formula 2,Circuit_de_Catalunya_GP_NC,Gran Premio de España,5,3,TRUE,laps,40,
Formula 2,Montreal_Modern,Grand Prix du Canada,6,1,TRUE,laps,42,
Formula 2,Spielberg_Modern,Austian Grand Prix,7,1,TRUE,laps,43,
Formula 2,Silverstone_GP,British Grand Prix,7,2,TRUE,laps,31,
Formula 2,Hockenheim_GP,Großer Preis von Deutschland,8,1,FALSE,laps,40,
Formula 2,Spa_Francorchamps_2022,Belgian Grand Prix,8,4,TRUE,laps,26,
Formula 2,Monza_2020,Gran Premio d'Italia,9,1,TRUE,laps,32,
Formula 2,Jerez_GP2019,Gran Premio de Andalucía,10,1,FALSE,laps,41,
Formula 2,Cascais,Grande Prémio de Portugal,10,2,FALSE,laps,44,
Formula 2,Interlagos_GP,Grande Prêmio de São Paulo,11,4,TRUE,laps,43,
Formula 3,Kansai_GP,Japanese Grand Prix,3,2,FALSE,time,45,
Formula 3,Kyalami_2019,South African Grand Prix,3,4,FALSE,time,45,
Formula 3,Imola_GP_2018,Gran Premio dell'Emilia-Romagna,4,2,FALSE,time,45,
Formula 3,Hungaroring_GP_2025,Hungarian Grand Prix,5,2,FALSE,time,45,
Formula 3,Circuit_de_Catalunya_GP_NC,Gran Premio de España,5,3,FALSE,time,45,
Formula 3,Montreal_Modern,Grand Prix du Canada,6,1,FALSE,time,45,
Formula 3,Spielberg_Modern,Austian Grand Prix,7,1,FALSE,time,45,
Formula 3,Silverstone_GP,British Grand Prix,7,2,FALSE,time,45,
Formula 3,Hockenheim_GP,Großer Preis von Deutschland,8,1,FALSE,time,45,
Formula 3,Spa_Francorchamps_2022,Belgian Grand Prix,8,4,FALSE,time,45,
Formula 3,Monza_2020,Gran Premio d'Italia,9,1,FALSE,time,45,
Formula 3,Jerez_GP2019,Gran Premio de Andalucía,10,1,FALSE,time,45,
Formula 3,Cascais,Grande Prémio de Portugal,10,2,FALSE,time,45,
Formula 3,Interlagos_GP,Grande Prêmio de São Paulo,11,4,FALSE,time,45,
Formula 4 Northern Europe,Nurb_GP_2020,Eifel Grand Prix,4,2,FALSE,time,20,
Formula 4 Northern Europe,Hockenheim_GP,Motodrom Mastery,5,1,FALSE,time,20,
Formula 4 Northern Europe,Spielberg_Short,Styrian Short-Circuit,6,1,FALSE,time,20,
Formula 4 Northern Europe,Hockenheim_National,Rhine-Neckar Sprint,6,3,FALSE,time,20,
Formula 4 Northern Europe,Le_Mans_Circuit_Bugatti,Sarthe Shootout,7,1,FALSE,time,20,
Formula 4 Northern Europe,Hungaroring_GP_2025,Race by the Pest,7,1,FALSE,time,20,
Formula 4 Northern Europe,Spa_Francorchamps_2022,Raidillon Rush,7,3,FALSE,time,20,
Formula 4 Northern Europe,Nurb_GP_2020_Sprint,Green Vault Sprints,8,2,FALSE,time,20,
Formula 4 Northern Europe,Spielberg_Modern,Bull-Ring Battle,9,1,FALSE,time,20,
Formula 4 Southern Europe,Cascais,Atlantic Gateway,4,2,FALSE,time,20,
Formula 4 Southern Europe,Circuit_de_Catalunya_NATL_NC,Catalan Cut,5,1,FALSE,time,20,
Formula 4 Southern Europe,Imola_GP_2018,Emilia-Romagna Cup,6,2,FALSE,time,20,
Formula 4 Southern Europe,Monza_2020_Junior,Curva Grande Dash,7,3,FALSE,time,20,
Formula 4 Southern Europe,Jerez_GP2019,Andalusian Ace,8,2,FALSE,time,20,
Formula 4 Southern Europe,Monza_2020,The Monza Lombardi,9,1,FALSE,time,20,
Formula 4 UK,Donington_Nat,Donington National,4,3,FALSE,time,20,
Formula 4 UK,BrandsHatch_Indy,Brands Hatch Indy,5,2,FALSE,time,20,
Formula 4 UK,Snetterton_300,Snetterton 300,5,3,FALSE,time,20,
Formula 4 UK,Silverstone_GP,Silverstone GP,5,4,FALSE,time,20,
Formula 4 UK,CadwellPark,Cadwell Park,6,2,FALSE,time,20,
Formula 4 UK,OultonPark_International,Oulton Park International,6,3,FALSE,time,20,
Formula 4 UK,OultonPark_Fosters,Oulton Park Fosters,7,2,FALSE,time,20,
Formula 4 UK,Donington_GP,Donnington GP,8,3,FALSE,time,20,
Formula 4 UK,Silverstone_2001_National,Silverstone National,9,1,FALSE,time,20,
Formula 4 UK,Silverstone_2001_International,Silverstone International,9,2,FALSE,time,20,
Formula 4 UK,BrandsHatch_GP,Brands Hatch GP,10,1,FALSE,time,15,
Formula Vee Germany,Hockenheim_National,Rhine Valley Blast,4,3,FALSE,time,15,
Formula Vee Germany,Spielberg_Short,Alpine Ascent,5,2,FALSE,time,15,
Formula Vee Germany,Spa_Francorchamps_2022,Ardennes Odyssey,6,2,FALSE,time,15,
Formula Vee Germany,Spielberg_Modern,Styrian Grand Prix,7,3,FALSE,time,15,
Formula Vee Germany,Hockenheim_GP,Black Forest Gate,8,3,FALSE,time,15,
Formula Vee Germany,Nurb_GP_2020_Sprint,The Eifel Encounter,9,1,FALSE,time,15,
Formula Vee North America,Virginia_North,Danville Draft,4,3,FALSE,time,15,
Formula Vee North America,Gateway_RC1,Mid-West Momentum,5,2,FALSE,time,15,
Formula Vee North America,Watkins_Glen_S,Glen Grand Prix,6,1,FALSE,time,15,
Formula Vee North America,Road_Atlanta_2005_short,Elkhart 1200,6,3,FALSE,time,15,
Formula Vee North America,Sebring_Club,Air-Cooled Airfield,7,1,FALSE,time,15,
Formula Vee North America,Road_America_RC,The Redline Rise,7,3,FALSE,time,15,
Formula Vee North America,Virginia_South,Oak Grove Scramble,8,2,FALSE,time,15,
Formula Vee North America,Daytona_Road_Course,High-Bank Slipstream,9,1,FALSE,time,15,
Formula Vee UK,Donington_Nat,Leicestershire Loop,4,3,FALSE,time,15,
Formula Vee UK,BrandsHatch_Indy,Paddock Hill Punch,5,2,FALSE,time,15,
Formula Vee UK,OultonPark_Fosters,Knickerbrook Knockout,6,1,FALSE,time,15,
Formula Vee UK,Silverstone_2001_National,Woodcote Whirr,7,2,FALSE,time,15,
Formula Vee UK,CadwellPark,Wolds Wonder,8,3,FALSE,time,15,
Formula Vee UK,Snetterton_200,Flat-Four Finale,9,1,FALSE,time,15,
FRECA,Monza_2020,Gran Premio d'Italia,4,3,FALSE,time,30,
FRECA,Imola_GP_2018,Gran Premio dell'Emilia-Romagna,5,2,FALSE,time,30,
FRECA,Spa_Francorchamps_2022,Belgian Grand Prix,6,2,FALSE,time,30,
FRECA,Spielberg_Modern,Austian Grand Prix,7,2,FALSE,time,30,
FRECA,Circuit_de_Catalunya_GP_NC,Gran Premio de España,8,2,FALSE,time,30,
FRECA,Hockenheim_GP,Großer Preis von Deutschland,9,2,FALSE,time,30,
FRECA,Azure_Circuit_2021,Grand Prix de Monaco,5,4,FALSE,time,30,
FRECA,Hungaroring_GP_2025,Hungarian Grand Prix,5,2,FALSE,time,30,
FRECA,Silverstone_GP,British Grand Prix,6,1,FALSE,time,30,
FRECA,Le_Mans_Circuit_Bugatti,Grand Prix de France,6,4,FALSE,time,30,
FRECA,Donington_GP,European Grand Prix,7,3,FALSE,time,30,
FRECA,Nurb_GP_2020,Eifel Grand Prix,8,1,FALSE,time,30,
FRECA,Jerez_GP2019,Gran Premio de Andalucía,8,4,FALSE,time,30,
FRECA,Cascais,Grande Prémio de Portugal,9,1,FALSE,time,30,
Ginetta Junior Championship Europe,Monza_2020_Junior,Italian Junior-GT Classic,4,3,FALSE,time,20,
Ginetta Junior Championship Europe,Spielberg_Short,Alpine Ginetta Games,5,2,FALSE,time,20,
Ginetta Junior Championship Europe,Circuit_de_Catalunya_NATL_NC,Montmeló Sprint-Fest,6,2,FALSE,time,20,
Ginetta Junior Championship Europe,Hockenheim_National,Baden-Württemberg Trophy,7,2,FALSE,time,20,
Ginetta Junior Championship Europe,Cascais,Atlantic Breeze Invitational,8,2,FALSE,time,20,
Ginetta Junior Championship Europe,Spa_Francorchamps_2022,Finals at Spa,9,3,FALSE,time,20,
Ginetta Junior Championship North America,Watkins_Glen_S,Watkins Glen Spring Sprint,4,3,FALSE,time,20,
Ginetta Junior Championship North America,Road_Atlanta_2005_short,Peach State Challenge,5,2,FALSE,time,20,
Ginetta Junior Championship North America,Virginia_North,VIR Summer Showdown,6,2,FALSE,time,20,
Ginetta Junior Championship North America,Sebring_Club,Sebring Summer Heat,7,2,FALSE,time,20,
Ginetta Junior Championship North America,Daytona_Road_Course,Daytona Beach Classic,8,2,FALSE,time,20,
Ginetta Junior Championship North America,Laguna_Seca_2020,West Coast Finale,9,3,FALSE,time,20,
Ginetta Junior Championship UK,Silverstone_2001_National,Silverstone Heritage Plate,4,3,FALSE,time,20,
Ginetta Junior Championship UK,Snetterton_200,The East Anglian Pursuit,5,2,FALSE,time,20,
Ginetta Junior Championship UK,BrandsHatch_Indy,Paddock Hill Invitational,6,2,FALSE,time,20,
Ginetta Junior Championship UK,CadwellPark,Hall Bends Classic,7,2,FALSE,time,20,
Ginetta Junior Championship UK,OultonPark_Fosters,Knickerbrook Cup,8,2,FALSE,time,20,
Ginetta Junior Championship UK,Donington_Nat,Craner Curve Finale,9,3,FALSE,time,20,
GT Revival Series,Hockenheim_GP,Hockenheim,4,2,FALSE,time,50,
GT Revival Series,Spa_Francorchamps_2022,SPA Classic,5,4,FALSE,time,50,
GT Revival Series,Jerez_GP2019,Jerez,6,2,FALSE,time,50,
GT Revival Series,Le_Mans_24h,3h of Le Mans Classic Legend,7,1,TRUE,time,180,16:00
GT Revival Series,Nurb_GP_2020,Nürburgring,8,4,FALSE,time,50,
GT Revival Series,Circuit_de_Catalunya_GP,Barcelona,10,1,FALSE,time,50,
GT World Challenge America,Laguna_Seca_2020,3h of Laguna Seca,3,4,TRUE,time,180,13:30
GT World Challenge America,Watkins_Glen_GPIL,Watkins Glen,4,4,TRUE,time,90,13:00
GT World Challenge America,Sebring,Sebring International Raceway,5,2,TRUE,time,90,15:00
GT World Challenge America,Road_Atlanta,Michelin Raceway Road Atlanta,6,2,TRUE,time,90,13:15
GT World Challenge America,Road_America_RC,Road America,8,4,TRUE,time,90,14:00
GT World Challenge America,Virginia_Full,Virginia International Raceway,9,4,TRUE,time,90,15:00
GT World Challenge America,Indianapolis_2022_RC,Indianapolis 8 Hour,10,2,TRUE,time,480,12:20
GT World Challenge Europe,Le_Mans_Circuit_Bugatti,6h of Le Mans Bugatti,4,2,TRUE,time,360,18:00
GT World Challenge Europe,BrandsHatch_GP,Brands Hatch Sprint,5,1,FALSE,time,60,09:00
GT World Challenge Europe,Monza_2020,3h of Monza,5,4,TRUE,time,180,15:30
GT World Challenge Europe,Spa_Francorchamps_2022,CrowdStrike 24 Hours of Spa,6,4,TRUE,time,1440,16:30
GT World Challenge Europe,Imola_GP_2018,Imola Sprint,7,3,FALSE,time,60,20:25
GT World Challenge Europe,Hockenheim_GP,Hockenheim Sprint,8,1,FALSE,time,60,21:15
GT World Challenge Europe,Nurb_GP_2020,3h of Nürburgring,8,4,TRUE,time,180,15:00
GT World Challenge Europe,Donington_GP,Donington Sprint,9,3,FALSE,time,60,14:45
GT World Challenge Europe,Circuit_de_Catalunya_GP,Barcelona Sprint,10,1,FALSE,time,60,14:00
GT World Challenge Europe,Cascais,3h of Estoril,10,3,TRUE,time,180,15:15
GT World Challenge Sprint,Adelaide_Modern,Adelaide Sprint,4,1,FALSE,time,60,21:00
GT World Challenge Sprint,Kyalami_2019,Kyalami Sprint,5,3,FALSE,time,60,17:00
GT World Challenge Sprint,Buenos_Aires_Circuito_6,Buenos Aires N°6 S Sprint,6,2,FALSE,time,60,15:00
GT World Challenge Sprint,Hungaroring_GP_2025,Hungaroring Sprint,6,3,FALSE,time,60,15:00
GT World Challenge Sprint,Interlagos_GP,Interlagos Sprint,7,1,FALSE,time,60,15:00
GT World Challenge Sprint,VeloCitta1,Velo Città Sprint,7,3,FALSE,time,60,15:00
GT World Challenge Sprint,Ibarra2,Ibarra Sprint,8,2,FALSE,time,60,17:30
IMSA Michelin Pilot Challenge,Daytona_Road_Course,Four Hours of Daytona,2,1,TRUE,time,240,
IMSA Michelin Pilot Challenge,Sebring,Two Hours of Sebring,3,2,TRUE,time,120,
IMSA Michelin Pilot Challenge,Long_Beach,Long Beach Two Hours,4,2,TRUE,time,120,
IMSA Michelin Pilot Challenge,Laguna_Seca_2020,Fours Hours of Monterey,5,2,TRUE,time,240,
IMSA Michelin Pilot Challenge,Adelaide_Modern,Two Hours of Detroit,5,4,TRUE,time,120,
IMSA Michelin Pilot Challenge,Watkins_Glen_GP,Two Hours at The Glen,6,3,TRUE,time,120,
IMSA Michelin Pilot Challenge,Mosport,Two Hours at Mosport,7,2,TRUE,time,120,
IMSA Michelin Pilot Challenge,Road_America_RC,Road America 2 Hours,8,1,TRUE,time,120,
IMSA Michelin Pilot Challenge,Virginia_Full,VIRginia Sprint,8,3,TRUE,time,45,
IMSA Michelin Pilot Challenge,Indianapolis_2022_RC,Indianapolis Sprint,9,3,TRUE,time,45,
IMSA Michelin Pilot Challenge,Road_Atlanta,Road Atlanta 2 Hours,10,2,TRUE,time,120,
IMSA VP Racing SportsCar Challenge,Daytona_Road_Course,24 Hours of Daytona Opening,2,1,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Sebring,12 Hours of Sebring Opening,3,2,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Long_Beach,Long Beach Grand Prix Opening,4,2,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Laguna_Seca_2020,Monterey Grand Prix Opening,5,2,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Adelaide_Modern,Detroit Grand Prix Opening,5,4,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Watkins_Glen_GP,Six Hours of The Glen Opening,6,3,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Mosport,Grand Prix of Mosport Opening,7,2,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Road_America_RC,Road America 500 Opening,8,1,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Virginia_Full,GT Challenge at Virginia Opening,8,3,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Indianapolis_2022_RC,Indianapolis Battle on the Bricks Opening,9,3,TRUE,time,45,
IMSA VP Racing SportsCar Challenge,Road_Atlanta,Petit Le Mans Opening,10,2,TRUE,time,45,
IMSA WeatherTech SportsCar Championship,Daytona_Road_Course,24 Hours of Daytona,2,1,TRUE,time,1440,
IMSA WeatherTech SportsCar Championship,Sebring,12 Hours of Sebring,3,2,TRUE,time,720,10:00
IMSA WeatherTech SportsCar Championship,Long_Beach,Long Beach Grand Prix,4,2,TRUE,time,100,
IMSA WeatherTech SportsCar Championship,Laguna_Seca_2020,Monterey Grand Prix,5,2,TRUE,time,160,
IMSA WeatherTech SportsCar Championship,Adelaide_Modern,Detroit Grand Prix,5,4,TRUE,time,100,
IMSA WeatherTech SportsCar Championship,Watkins_Glen_GP,Six Hours of The Glen,6,3,TRUE,time,360,
IMSA WeatherTech SportsCar Championship,Mosport,Grand Prix of Mosport,7,2,TRUE,time,160,
IMSA WeatherTech SportsCar Championship,Road_America_RC,Road America 500,8,1,TRUE,time,160,
IMSA WeatherTech SportsCar Championship,Virginia_Full,GT Challenge at Virginia,8,3,TRUE,time,45,
IMSA WeatherTech SportsCar Championship,Indianapolis_2022_RC,Indianapolis Battle on the Bricks,9,3,TRUE,time,45,
IMSA WeatherTech SportsCar Championship,Road_Atlanta,Petit Le Mans,10,2,TRUE,time,600,12:00
Indy NXT,Adelaide_Modern,Adelaide International Grand Prix,3,1,TRUE,laps,85,
Indy NXT,Pocono_Oval,Great Pocono Racers,3,2,TRUE,laps,118,
Indy NXT,BrandsHatch_GP,Kent Youth Indy Grand Prix,3,4,TRUE,laps,85,
Indy NXT,Long_Beach,Long Beach Motors Grand Prix,4,3,TRUE,laps,85,
Indy NXT,Indianapolis_2022_RC,Sonsio Motors Classic,5,2,TRUE,laps,80,
Indy NXT,Indianapolis_2022_Oval,Indianapolis 500 Challenge,5,4,TRUE,laps,190,
Indy NXT,Gateway_OVAL,Bommarito Motors 500,6,2,TRUE,laps,247,
Indy NXT,Donington_GP,Donington Indy 200,7,1,TRUE,laps,85,
Indy NXT,Fontana_OVAL,Borchetta Whiskey 400,7,3,TRUE,laps,80,
Indy NXT,Cascais,Estoril Digital Grand Prix,8,2,TRUE,laps,76,
Indy NXT,Le_Mans_Circuit_Bugatti,Ontario Auto Dealers Indy,8,3,TRUE,laps,76,
Indy NXT,Daytona_Speedway_Tri_Oval,Daytona One-Mile,8,4,TRUE,laps,95,
Indy NXT,Laguna_Seca_2020,Monterey Indy Grand Prix,9,1,TRUE,laps,90,
Indy NXT,Sebring,Sebring High Speed Classic,6,3,TRUE,laps,80,
Indy NXT,Jacarepagua_OVAL,Brazil Indy Championship,7,4,TRUE,laps,114,
Intercontinental GT Challenge,Bathurst_2020,Bathurst 12 Hour,2,2,TRUE,time,720,05:45
Intercontinental GT Challenge,Nordschleife_2025_24hr,24h Nürburgring,5,3,TRUE,time,1440,15:00
Intercontinental GT Challenge,Spa_Francorchamps_2022,24 Hours of Spa,6,4,TRUE,time,1440,16:30
Intercontinental GT Challenge,Kansai_GP,Suzuka 1000km,9,2,TRUE,laps,172,12:50
Intercontinental GT Challenge,Indianapolis_2022_RC,Indianapolis 8 Hour,10,2,TRUE,time,480,12:20
Lamborghini Super Trofeo Europe,Imola_GP_2018,Santerno Super-Sprints,4,3,TRUE,time,50,
Lamborghini Super Trofeo Europe,Circuit_de_Catalunya_GP,Mediterranean Trophy,5,3,TRUE,time,50,
Lamborghini Super Trofeo Europe,Nurb_GP_2020,Green Hell Bull-Run,6,2,FALSE,time,50,
Lamborghini Super Trofeo Europe,Spa_Francorchamps_2022,Raidillon Rumble,7,3,TRUE,time,50,
Lamborghini Super Trofeo Europe,Hungaroring_GP_2025,Hungarian Showdown,7,4,FALSE,time,50,
Lamborghini Super Trofeo Europe,Silverstone_GP,Northamptonshire Cup,8,4,TRUE,time,50,
Lamborghini Super Trofeo Europe,Bathurst_2020,Bathurst Special,9,1,FALSE,time,50,
Lamborghini Super Trofeo Europe,Monza_2020,Monza World Finals,10,2,TRUE,time,50,
Lamborghini Super Trofeo North America,Sebring,Sebring International Raceway,3,2,TRUE,time,50,
Lamborghini Super Trofeo North America,Laguna_Seca_2020,WeatherTech Raceway Laguna Seca,5,2,TRUE,time,50,
Lamborghini Super Trofeo North America,Watkins_Glen_GP,Watkins Glen International,6,3,TRUE,time,50,
Lamborghini Super Trofeo North America,Road_America_RC,Road America,8,1,FALSE,time,50,
Lamborghini Super Trofeo North America,Bathurst_2020,Bathurst Special,9,1,FALSE,time,50,
Lamborghini Super Trofeo North America,Indianapolis_2022_RC,Indianapolis Motor Speedway,9,3,TRUE,time,50,
Lamborghini Super Trofeo North America,Monza_2020,Monza World Finals,10,2,TRUE,time,50,
Michelin Le Mans Cup,Circuit_de_Catalunya_GP,Catalan Cup,4,2,TRUE,time,110,
Michelin Le Mans Cup,Monza_2020,Temple of Speed Challenge,5,1,TRUE,time,110,
Michelin Le Mans Cup,Le_Mans_24h,Road to Le Mans,6,2,TRUE,time,180,18:00
Michelin Le Mans Cup,Spa_Francorchamps_2022,Ardennes Endurance Trophy,8,4,TRUE,time,110,
Michelin Le Mans Cup,Silverstone_GP,British Endurance Masters,9,2,TRUE,time,110,
Michelin Le Mans Cup,Nurb_GP_2020,Eifel Championship Finale,10,2,TRUE,time,110,
Mini Challenge,BrandsHatch_Indy,Brands Hatch Indy Dash,4,2,FALSE,time,20,
Mini Challenge,Donington_Nat,Redgate Rumble,5,3,FALSE,time,20,
Mini Challenge,OultonPark_Fosters,The Island Bend Duel,6,4,FALSE,time,20,
Mini Challenge,Snetterton_300,The Norfolk Flat-Out,7,3,FALSE,time,20,
Mini Challenge,CadwellPark,The Mountain Scramble,8,3,FALSE,time,20,
Mini Challenge,Silverstone_2001_National,Stowe Circuit Shootout,9,4,FALSE,time,20,
National Formula Ford Championship,BrandsHatch_Indy,The Kentish Cauldron,4,3,FALSE,time,15,
National Formula Ford Championship,Snetterton_200,Norfolk Sprint,5,2,FALSE,time,15,
National Formula Ford Championship,Silverstone_2001_National,Copse Classic,6,2,FALSE,time,15,
National Formula Ford Championship,Donington_Nat,Redgate Rumble,7,2,FALSE,time,15,
National Formula Ford Championship,Snetterton_300,Bombhole Battle,8,2,FALSE,time,15,
National Formula Ford Championship,OultonPark_Fosters,Cheshire Backbone,9,2,FALSE,time,15,
National Formula Ford Championship,BrandsHatch_Indy,Formula Ford Festival,10,3,FALSE,time,15,
National Formula Ford Championship,Silverstone_2001_National,Walter Hayes Trophy,10,4,FALSE,time,15,
NTT IndyCar,Adelaide_Modern,Grand Prix of Adelaide,3,1,TRUE,laps,90,
NTT IndyCar,Pocono_Oval,Good Poconers,3,2,TRUE,laps,125,
NTT IndyCar,Salvador_Street_Circuit,IndyCar Grand Prix of San Salvador,3,3,TRUE,laps,70,
NTT IndyCar,BrandsHatch_GP,Childrens of Kent Indy Grand Prix,3,4,TRUE,laps,90,
NTT IndyCar,Long_Beach,Grand Prix of Long Beach,4,3,TRUE,laps,90,
NTT IndyCar,Indianapolis_2022_RC,Sonsio Grand Prix,5,2,TRUE,laps,85,
NTT IndyCar,Indianapolis_2022_Oval,Indy 500,5,3,TRUE,laps,200,
NTT IndyCar,Montreal_Modern,IndyCar Canadian Grand Prix,5,4,TRUE,laps,70,
NTT IndyCar,Gateway_OVAL,Bommarito Automotive Group 500,6,2,TRUE,laps,260,
NTT IndyCar,Road_America_RC,Grand Prix at Road America,6,4,TRUE,laps,55,
NTT IndyCar,Donington_GP,Indy 200 at Donington,7,1,TRUE,laps,90,
NTT IndyCar,Fontana_OVAL,Borchetta Bourbon 400,7,3,TRUE,laps,85,
NTT IndyCar,Cascais,Grand Prix of Estoril,8,2,TRUE,laps,80,
NTT IndyCar,Le_Mans_Circuit_Bugatti,Indy at Le Mans,8,3,TRUE,laps,80,
